"Folio de Factura","Fecha","No. OC Cliente","Ref. cliente","Cliente","Producto","Cantidad","Categoría de producto","Estado","Tipo"
"f27632",2021-04-28,"f2763284","18","yanfeng international automotive technology mexico","y0093066rejilla 989 y0093066g906510 expendable 989 ptn989 24x22x10 12 cell",100,"carton producto terminado carton","posted","Otros"
"f27633",2021-04-28,"f2763385","34","denso mexico","dunnage u725 5x formado de cunas de lona con resaques montado en estructura de plastico corrugado negro + tapas de lona con velcro dunnage cluster u725",160,"retornable producto terminado retornable","posted","Materiales de Protección"
"f27634",2021-04-28,"f2763486","688151","yanfeng seating mexico","kit armrest kit armrest",22,"carton kit carton","posted","Kits de Empaque"
"f27635",2021-04-28,"f2763587","688151","yanfeng seating mexico","kit armrest kit armrest",7,"carton kit carton","posted","Kits de Empaque"
"f27636",2021-04-28,"f2763688","17","po lighting mexico","n61506378 n61506378 celda armada",1,"carton producto terminado carton","posted","Otros"
"f27636",2021-04-28,"f2763688","17","po lighting mexico","n61506396 n61506396 kit",60,"carton kit carton","posted","Kits de Empaque"
"f27637",2021-04-28,"f2763789","17","po lighting mexico","n61506378 n61506378 celda armada",23,"carton producto terminado carton","posted","Otros"
"f27637",2021-04-28,"f2763789","17","po lighting mexico","n61506405 n61506405",24,"carton producto terminado carton","posted","Otros"
"f27637",2021-04-28,"f2763789","17","po lighting mexico","n61506651 n61506651 caja",24,"carton producto terminado carton","posted","Empaques Primarios"
"f27637",2021-04-28,"f2763789","17","po lighting mexico","n61506664 n61506664 caja",24,"carton producto terminado carton","posted","Empaques Primarios"
"f27637",2021-04-28,"f2763789","17","po lighting mexico","n61506694 n61506694 celda armada",12,"carton producto terminado carton","posted","Otros"
"f27637",2021-04-28,"f2763789","17","po lighting mexico","n61506695 n61506695 kit",12,"carton kit carton","posted","Kits de Empaque"
"f27637",2021-04-28,"f2763789","17","po lighting mexico","n61506729 n61506729 kit",8,"carton kit carton","posted","Kits de Empaque"
"f27638",2021-04-28,"f2763890","ramos ii","yanfeng international automotive technology mexico","w04003c returnable pkg yo232761 universal steel rack and textil dunnage w04003c returnable pkg yo232761 universal steel rack and textil dunnage",8,"retornable producto terminado retornable","posted","Materiales de Protección"
"f27639",2021-04-28,"f2763991","65","grupo antolin saltillo","caja 180022260 180022260",80,"carton producto terminado carton","posted","Empaques Primarios"
"f27639",2021-04-28,"f2763991","65","grupo antolin saltillo","180022270 linner cmp1210 linner 180022270 l42 p",2000,"carton producto comercializacion carton","posted","Otros"
"f27639",2021-04-28,"f2763991","65","grupo antolin saltillo","180203030 180203030",50,"carton producto terminado carton","posted","Otros"
"f27639",2021-04-28,"f2763991","65","grupo antolin saltillo","180301660 caja 180301660",100,"carton producto terminado carton","posted","Empaques Primarios"
"f27639",2021-04-28,"f2763991","65","grupo antolin saltillo","180100820 divisor 180100820",100,"carton producto terminado carton","posted","Otros"
"f27639",2021-04-28,"f2763991","65","grupo antolin saltillo","180100800 linner bmw cmp1245 liner 180100800 linner bmw",3000,"carton producto comercializacion carton","posted","Otros"
"f27639",2021-04-28,"f2763991","65","grupo antolin saltillo","180111940 caja 180111940",100,"carton producto terminado carton","posted","Empaques Primarios"
"f27639",2021-04-28,"f2763991","65","grupo antolin saltillo","180111990 celda armada 180111990",100,"carton producto terminado carton","posted","Otros"
"f27639",2021-04-28,"f2763991","65","grupo antolin saltillo","180112030 celda armada 180112030 celda armada",50,"carton producto terminado carton","posted","Otros"
"f27639",2021-04-28,"f2763991","65","grupo antolin saltillo","180112040 tapa 180112040",100,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27639",2021-04-28,"f2763991","65","grupo antolin saltillo","184003140 184003140",100,"carton producto terminado carton","posted","Otros"
"f27640",2021-04-29,"f2764092","65","grupo antolin saltillo","caja rsc 180302840 180302840",100,"carton producto terminado carton","posted","Empaques Primarios"
"f27640",2021-04-29,"f2764092","65","grupo antolin saltillo","celda armada 180302870 180302870",100,"carton producto terminado carton","posted","Otros"
"f27640",2021-04-29,"f2764092","65","grupo antolin saltillo","180022270 linner cmp1210 linner 180022270 l42 p",2000,"carton producto comercializacion carton","posted","Otros"
"f27640",2021-04-29,"f2764092","65","grupo antolin saltillo","180010240 armada 180010240",40,"carton producto terminado carton","posted","Otros"
"f27640",2021-04-29,"f2764092","65","grupo antolin saltillo","180203010 180203010",50,"carton producto terminado carton","posted","Otros"
"f27640",2021-04-29,"f2764092","65","grupo antolin saltillo","180203020 180203020",40,"carton producto terminado carton","posted","Otros"
"f27640",2021-04-29,"f2764092","65","grupo antolin saltillo","180301670 celda armada 180301670",50,"carton producto terminado carton","posted","Otros"
"f27640",2021-04-29,"f2764092","65","grupo antolin saltillo","180204640 empaque retornable ru cam 180204640 ru camara celda armada",40,"carton producto terminado carton","posted","Otros"
"f27641",2021-04-29,"f2764193","688151","yanfeng seating mexico","kit armrest kit armrest",6,"carton kit carton","posted","Kits de Empaque"
"f27642",2021-04-29,"f2764294","17","po lighting mexico","n61506405 n61506405",36,"carton producto terminado carton","posted","Otros"
"f27642",2021-04-29,"f2764294","17","po lighting mexico","n61506664 n61506664 caja",24,"carton producto terminado carton","posted","Empaques Primarios"
"f27642",2021-04-29,"f2764294","17","po lighting mexico","n61506768 kit n61506768",120,"carton kit carton","posted","Kits de Empaque"
"f27642",2021-04-29,"f2764294","17","po lighting mexico","n61506844 caja de carton imc 070 caja carton imc 070 con celda",40,"carton kit carton","posted","Empaques Primarios"
"f27643",2021-04-29,"f2764395","17","po lighting mexico","n61506764 n61506764 kit",48,"carton kit carton","posted","Kits de Empaque"
"f27644",2021-04-30,"f2764496","26","stabilus","428340 fs 30 99 0000 00 000 tapa deck lid cardboard 1120x1165x762 14332 241b export lid carboard",34,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27645",2021-04-30,"f2764500","26","stabilus","3899vh fs 30 99 0000 00 000 carton box 3899vh 13867 vh 3899 caja",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27646",2021-04-30,"f2764601","26","stabilus","428818 as 30 99 0000 00 000 inserto chrysler insert dj 14142 chrysler insert dj 694087",200,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27647",2021-04-30,"f2764702","26","stabilus","2065wy as 30 99 0000 00 000 tapa box 2064wy box 2064wy",70,"carton producto terminado carton","posted","Empaques Primarios"
"f27648",2021-04-30,"f2764803","26","stabilus","426428 as 30 99 0000 00 000 carton box tesla imc 070 box tesla imc 070",210,"carton producto comercializacion carton","posted","Empaques Primarios"
"f27649",2021-04-30,"f2764904","26","stabilus","426428 as 30 99 0000 00 000 carton box tesla imc 070 box tesla imc 070",60,"carton producto comercializacion carton","posted","Empaques Primarios"
"f27650",2021-04-30,"f2765005","26","stabilus","454630 as 30 99 0000 00 000 carton 241 b kit 241b export kit",70,"carton kit carton","posted","Kits de Empaque"
"f27650",2021-04-30,"f2765005","26","stabilus","430969 fs 30 99 0000 00 000 listones triangular corner board 48 corner board 48",245,"carton producto comercializacion carton","posted","Otros"
"f27650",2021-04-30,"f2765005","26","stabilus","560249 as 30 99 0000 00 000 carton box 560249 bmw bmw exportacion box 560249 bmw",21,"carton kit carton","posted","Empaques Primarios"
"f27650",2021-04-30,"f2765005","26","stabilus","3894vf fs 30 99 0000 00 000 carton corrugado pad 3894vf medium 14452 vf3894 separador",200,"carton producto terminado carton","posted","Materiales de Protección"
"f27650",2021-04-30,"f2765005","26","stabilus","3902vi fs 30 99 0000 00 000 fondo box 3902vi box 3902vi",120,"carton producto terminado carton","posted","Empaques Primarios"
"f27650",2021-04-30,"f2765005","26","stabilus","431208 fs 30 99 0000 00 000 listones triangular corner board 45 corner board 45",637,"carton producto comercializacion carton","posted","Otros"
"f27650",2021-04-30,"f2765005","26","stabilus","429296 as 30 99 0000 00 000 inserto insert tmc 150 tesla 14783 tmc150 inserto",2000,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27650",2021-04-30,"f2765005","26","stabilus","425950 as 30 99 0000 00 000 carton box 121507 alternate fca box 121507 alternate fca",50,"carton kit carton","posted","Empaques Primarios"
"f27650",2021-04-30,"f2765005","26","stabilus","938591 fs 30 99 0000 00 000 carton box 938591 size 16 13876 16 caja terminada",610,"carton producto terminado carton","posted","Empaques Primarios"
"f27650",2021-04-30,"f2765005","26","stabilus","643920 cart som 7468x5690x2921 rsc box 643920 stabomat 13891 643920 stabomat caja",4,"carton producto terminado carton","posted","Empaques Primarios"
"f27650",2021-04-30,"f2765005","26","stabilus","358268 fs 30 99 0000 00 000 carton box 358268 box 358268",23,"carton kit carton","posted","Empaques Primarios"
"f27651",2021-04-30,"f2765106","47","stabilus","927838 fs 30 99 0000 00 000 carton empaque tesla xda90 16487 xda90 927838 charola ensamblada",76,"carton producto terminado carton","posted","Componentes de Empaque"
"f27652",2021-04-30,"f2765207","47","stabilus","955061 as 30 99 0000 00 000 inserto 13834 955061 charola armada",160,"carton producto terminado carton","posted","Componentes de Empaque"
"f27653",2021-04-30,"f2765308","47","stabilus","928069 fs 30 99 0000 00 000 chattanooga 13833 928069 chattanooga st3 charola armada",256,"carton producto terminado carton","posted","Componentes de Empaque"
"f27654",2021-04-30,"f2765409","47","stabilus","223264 as 30 99 0000 00 000 inserto gm177 13791 gm177 charola armada",2994,"carton producto terminado carton","posted","Componentes de Empaque"
"f27655",2021-04-30,"f2765510","47","stabilus","642053 carton 708 2x192 0x82 6 rsc 642053",240,"carton producto terminado carton","posted","Otros"
"f27656",2021-04-30,"f2765611","47","stabilus","444816 fs 30 99 0000 00 000 inserto audi q5 13817 audi q5 charola armada",4478,"carton producto terminado carton","posted","Componentes de Empaque"
"f27657",2021-04-30,"f2765712","47","stabilus","226388 fs 30 99 0000 00 000 carton empaque caja backup canastilla gris 15785 back up canastilla gris p3 cable set para canastilla caja",286,"carton producto terminado carton","posted","Empaques Primarios"
"f27658",2021-04-30,"f2765813","65","grupo antolin saltillo","caja rsc 180302840 180302840",50,"carton producto terminado carton","posted","Empaques Primarios"
"f27658",2021-04-30,"f2765813","65","grupo antolin saltillo","celda armada 180302870 180302870",40,"carton producto terminado carton","posted","Otros"
"f27658",2021-04-30,"f2765813","65","grupo antolin saltillo","180203030 180203030",50,"carton producto terminado carton","posted","Otros"
"f27658",2021-04-30,"f2765813","65","grupo antolin saltillo","180100820 divisor 180100820",100,"carton producto terminado carton","posted","Otros"
"f27658",2021-04-30,"f2765813","65","grupo antolin saltillo","cmp1213 18030081044 caple 18030081044",1000,"carton producto comercializacion carton","posted","Otros"
"f27658",2021-04-30,"f2765813","65","grupo antolin saltillo","180100790 caja pequeña de carton bmw 473x704x170mm 180100790 caja pequeña de carton bmw 473x704x170mm",100,"carton producto terminado carton","posted","Empaques Primarios"
"f27659",2021-04-30,"f2765914","34","denso mexico","part cover 780b u554 hud 18775 780b cover u554 hud",30,"retornable producto terminado retornable","posted","Otros"
"f27659",2021-04-30,"f2765914","34","denso mexico","part outer case u554 hud 18779 u554 hud outer case",30,"retornable producto terminado retornable","posted","Otros"
"f27659",2021-04-30,"f2765914","34","denso mexico","part window plate 780b u554 18783 u554 windows plate",30,"retornable producto terminado retornable","posted","Otros"
"f27659",2021-04-30,"f2765914","34","denso mexico","part case 780b hud 18771 780b inner case dunnage 6 cav en totte",10,"retornable producto terminado retornable","posted","Materiales de Protección"
"f27660",2021-04-30,"f2766015","17","po lighting mexico","n61506747 n61507747 kit",60,"carton kit carton","posted","Kits de Empaque"
"f27660",2021-04-30,"f2766015","17","po lighting mexico","n61506808 n61506808 kit",30,"carton kit carton","posted","Kits de Empaque"
"f27661",2021-04-30,"f2766116","17","po lighting mexico","n61506396 n61506396 kit",40,"carton kit carton","posted","Kits de Empaque"
"f27662",2021-04-30,"f2766217","73","hella automotive mexico","customer spartanburg cardboard cell divider for p2 celdado parte 2 20x c55 esd customer spartanburg cardboard cell divider for p2",9,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27662",2021-04-30,"f2766217","73","hella automotive mexico","customer oes cardboard cell divider for p1 celdado parte 1 esd customer oes cardboard cell divider for p1",87,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27662",2021-04-30,"f2766217","73","hella automotive mexico","customer oes cardboard cell divider for p2 celdado parte 2 esd customer oes cardboard cell divider for p2",115,"carton producto terminado carton","posted","Accesorios de Empaque"
"f27663",2021-05-03,"f2766318","18","yanfeng international automotive technology mexico","3957142 ptndt aplr itb 60 cell 3957142 ptndt aplr itb 60 cell",30,"carton producto terminado carton","posted","Otros"
